1 : 3916
10 : 3244
101 : 1632
102 : 2388
11 : 2321
110 : 4040
111 : 1712
114 : 2148
116 : 3148
13 : 2284
16 : 1840
2 : 4208
23 : 3376
24 : 4748
28 : 3528
29 : 2160
3 : 3656
34 : 7914
36 : 6812
38 : 2512
39 : 5612
48 : 1728
52 : 3516
53 : 4608
56 : 3776
58 : 2480
59 : 5176
6 : 3152
61 : 2372
63 : 4936
66 : 2304
67 : 4464
69 : 1872
76 : 4384
77 : 1872
85 : 8124
86 : 7924
9 : 2556
90 : 7488
93 : 3968
94 : 2776
98 : 1872
99 : 1968
77 36 : 1872
36 85 : 6812
36 86 : 6620
90 36 : 6464
93 36 : 3480
94 36 : 1952
48 38 : 1728
53 38 : 1824
58 38 : 1808
67 38 : 1640
85 38 : 2512
86 38 : 2504
90 38 : 2512
94 38 : 1816
52 39 : 2828
53 39 : 2784
56 39 : 3432
59 39 : 3592
63 39 : 3400
67 39 : 2824
39 76 : 2824
39 85 : 5612
86 39 : 5420
90 39 : 4976
93 39 : 3320
99 39 : 1648
48 53 : 1728
48 58 : 1728
48 85 : 1728
48 86 : 1728
48 90 : 1728
48 94 : 1728
56 52 : 1664
59 52 : 1960
52 63 : 1720
67 52 : 1872
52 76 : 1792
52 85 : 3516
52 86 : 3316
90 52 : 2880
93 52 : 1856
56 53 : 2112
58 53 : 1728
59 53 : 3216
53 63 : 3216
67 53 : 2592
53 76 : 2592
53 85 : 4608
53 86 : 4608
90 53 : 4608
93 53 : 2112
94 53 : 2496
59 56 : 2296
56 63 : 2296
56 85 : 3776
56 86 : 3776
56 90 : 3656
93 56 : 2432
58 85 : 2480
58 86 : 2288
58 90 : 2000
94 58 : 1952
59 63 : 4156
67 59 : 3304
59 76 : 3280
59 85 : 5176
59 86 : 4984
59 90 : 4736
59 93 : 3664
98 59 : 1680
59 99 : 1776
6 63 : 1798
6 85 : 3152
6 86 : 3102
6 90 : 3020
66 61 : 1800
61 85 : 2372
86 61 : 2372
90 61 : 2192
67 63 : 3064
63 76 : 3040
63 85 : 4936
63 86 : 4744
90 63 : 4496
93 63 : 3472
63 99 : 1680
66 85 : 2304
66 86 : 2304
66 90 : 2160
67 76 : 3520
67 85 : 4464
67 86 : 4464
67 90 : 3976
67 93 : 2608
67 94 : 1808
69 85 : 1872
69 86 : 1872
69 90 : 1872
85 76 : 4384
86 76 : 4384
90 76 : 3896
93 76 : 2608
94 76 : 1728
77 85 : 1872
77 86 : 1872
77 90 : 1872
86 85 : 7924
90 85 : 7488
93 85 : 3968
94 85 : 2776
98 85 : 1872
99 85 : 1968
90 86 : 7288
93 86 : 3776
94 86 : 2768
98 86 : 1872
99 86 : 1920
90 9 : 2256
93 90 : 3560
94 90 : 2584
98 90 : 1872
90 99 : 1968
10 1 34 : 1722
10 1 36 : 1728
10 1 85 : 1740
10 1 86 : 1732
10 1 90 : 1668
1 110 102 : 1760
1 24 102 : 1804
1 34 102 : 1794
1 36 102 : 1796
1 102 38 : 1776
48 1 102 : 1728
1 53 102 : 1728
1 58 102 : 1760
1 102 85 : 1812
1 86 102 : 1804
1 90 102 : 1776
1 94 102 : 1768
1 110 24 : 2504
1 110 34 : 2848
1 110 36 : 2800
1 110 38 : 1984
48 1 110 : 1728
1 110 53 : 1872
1 58 110 : 1760
1 110 85 : 2848
1 110 86 : 2848
1 110 90 : 2776
1 94 110 : 1760
1 24 29 : 1872
1 24 34 : 3274
1 36 24 : 3188
1 24 38 : 1960
48 1 24 : 1728
1 53 24 : 1728
1 58 24 : 1760
1 24 61 : 2228
66 1 24 : 2160
1 24 85 : 3292
1 24 86 : 3284
1 90 24 : 3256
1 94 24 : 1768
1 34 29 : 2160
1 36 29 : 2160
1 85 29 : 2160
1 86 29 : 2160
1 90 29 : 2160
3 1 34 : 1702
3 1 85 : 1708
3 1 86 : 1708
3 1 90 : 1696
1 36 34 : 3786
1 34 38 : 2224
1 34 39 : 1674
48 1 34 : 1728
1 52 34 : 1882
1 53 34 : 2016
1 56 34 : 1856
1 58 34 : 1760
1 34 61 : 2210
66 1 34 : 2160
67 1 34 : 1712
1 34 76 : 1680
1 34 85 : 3898
1 34 86 : 3890
1 90 34 : 3808
1 94 34 : 1768
1 36 38 : 2112
1 36 39 : 1692
48 1 36 : 1728
1 52 36 : 1788
1 36 53 : 2016
1 56 36 : 1752
1 58 36 : 1760
1 36 61 : 2228
66 1 36 : 2160
1 36 85 : 3804
1 36 86 : 3804
1 90 36 : 3696
1 94 36 : 1760
48 1 38 : 1728
1 53 38 : 1728
1 58 38 : 1760
1 85 38 : 2224
1 86 38 : 2216
1 90 38 : 2224
1 94 38 : 1768
1 56 39 : 1656
1 39 85 : 1692
1 86 39 : 1692
48 1 53 : 1728
48 1 58 : 1728
48 1 85 : 1728
48 1 86 : 1728
48 1 90 : 1728
48 1 94 : 1728
1 52 85 : 1900
1 52 86 : 1892
1 90 52 : 1792
1 58 53 : 1728
1 53 85 : 2016
1 53 86 : 2016
1 90 53 : 2016
1 94 53 : 1728
1 56 85 : 1856
1 56 86 : 1856
1 56 90 : 1784
1 58 85 : 1760
1 58 86 : 1760
1 58 90 : 1760
1 94 58 : 1760
66 1 61 : 1728
1 61 85 : 2228
1 86 61 : 2228
1 90 61 : 2192
66 1 85 : 2160
66 1 86 : 2160
66 1 90 : 2160
67 1 85 : 1712
67 1 86 : 1712
67 1 90 : 1640
1 85 76 : 1680
1 86 76 : 1680
1 86 85 : 3908
1 90 85 : 3808
1 94 85 : 1768
1 90 86 : 3800
1 94 86 : 1760
1 94 90 : 1768
10 110 34 : 1792
10 110 36 : 1768
10 110 85 : 1792
10 110 86 : 1792
10 110 90 : 1748
10 24 34 : 1634
10 24 85 : 1652
10 24 86 : 1644
10 36 34 : 3190
10 34 39 : 2134
10 53 34 : 1728
10 59 34 : 2084
10 63 34 : 1844
10 34 85 : 3226
10 34 86 : 3218
10 90 34 : 3052
10 36 39 : 2152
10 36 53 : 1728
10 59 36 : 2068
10 36 63 : 1828
10 36 85 : 3208
10 36 86 : 3208
10 90 36 : 3016
10 39 85 : 2152
10 86 39 : 2152
10 90 39 : 1960
10 53 85 : 1728
10 53 86 : 1728
10 90 53 : 1728
10 59 85 : 2084
10 59 86 : 2084
10 59 90 : 1936
10 63 85 : 1844
10 63 86 : 1844
10 90 63 : 1696
10 86 85 : 3236
10 90 85 : 3052
10 90 86 : 3044
36 34 11 : 1672
34 39 11 : 2040
56 34 11 : 1680
34 11 85 : 2320
34 86 11 : 2320
90 34 11 : 2176
36 11 85 : 1672
36 86 11 : 1672
90 36 11 : 1672
39 11 85 : 2040
86 39 11 : 2040
90 39 11 : 1896
56 11 85 : 1680
56 86 11 : 1680
56 90 11 : 1680
86 11 85 : 2320
90 11 85 : 2176
90 86 11 : 2176
36 34 13 : 1806
53 34 13 : 1696
34 13 85 : 2086
34 86 13 : 2086
90 34 13 : 2008
36 13 85 : 2004
36 86 13 : 1812
90 36 13 : 1920
53 13 85 : 1696
53 86 13 : 1696
90 53 13 : 1696
59 13 85 : 1668
86 13 85 : 2092
90 13 85 : 2200
90 86 13 : 2008
34 16 39 : 1728
34 16 85 : 1840
34 16 86 : 1840
90 34 16 : 1688
16 39 85 : 1728
16 86 39 : 1728
16 86 85 : 1840
90 16 85 : 1688
90 16 86 : 1688
2 23 28 : 1952
2 23 34 : 2752
2 36 23 : 2656
2 23 39 : 2656
2 23 53 : 1824
2 56 23 : 1856
2 59 23 : 2752
2 23 63 : 2560
2 23 85 : 2752
2 23 86 : 2752
2 90 23 : 2528
2 93 23 : 2560
2 34 28 : 3216
2 36 28 : 2304
2 39 28 : 3216
2 53 28 : 2496
2 56 28 : 1824
2 59 28 : 2840
2 63 28 : 2792
67 2 28 : 1952
2 28 76 : 1904
2 28 85 : 3408
2 86 28 : 3216
2 90 28 : 2880
2 93 28 : 2352
3 2 34 : 1900
3 2 39 : 1828
3 2 59 : 1696
3 2 85 : 1948
3 2 86 : 1900
3 2 90 : 1768
2 36 34 : 2816
2 34 39 : 3728
2 53 34 : 2592
2 56 34 : 1920
2 59 34 : 3448
2 63 34 : 3208
67 2 34 : 2752
2 34 76 : 2704
2 34 85 : 4016
2 34 86 : 4016
2 90 34 : 3488
2 93 34 : 2960
98 2 34 : 1648
2 34 99 : 1696
2 36 39 : 2864
2 36 53 : 1728
2 56 36 : 1776
2 59 36 : 2992
2 36 63 : 2752
2 36 85 : 3008
2 36 86 : 2816
2 90 36 : 2768
2 93 36 : 2768
2 53 39 : 2496
2 56 39 : 1776
2 59 39 : 3376
2 63 39 : 3184
67 2 39 : 2464
2 39 76 : 2464
2 39 85 : 3920
2 86 39 : 3728
2 90 39 : 3392
2 93 39 : 2960
2 99 39 : 1648
2 56 53 : 1824
2 59 53 : 2208
2 53 63 : 2208
2 53 85 : 2592
2 53 86 : 2592
2 90 53 : 2592
2 93 53 : 1824
2 59 56 : 1880
2 56 63 : 1880
2 56 85 : 1920
2 56 86 : 1920
2 56 90 : 1872
2 93 56 : 1872
2 59 63 : 3124
67 2 59 : 2200
2 59 76 : 2176
2 59 85 : 3640
2 59 86 : 3448
2 59 90 : 3272
2 59 93 : 2992
67 2 63 : 1960
2 63 76 : 1936
2 63 85 : 3400
2 63 86 : 3208
2 90 63 : 3032
2 93 63 : 2800
67 2 76 : 2272
67 2 85 : 2752
67 2 86 : 2752
67 2 90 : 2336
67 2 93 : 1792
2 85 76 : 2704
2 86 76 : 2704
2 90 76 : 2288
2 93 76 : 1792
2 86 85 : 4016
2 90 85 : 3680
2 93 85 : 3152
98 2 85 : 1648
2 99 85 : 1744
2 90 86 : 3488
2 93 86 : 2960
98 2 86 : 1648
2 99 86 : 1696
2 93 90 : 2816
98 2 90 : 1648
2 90 99 : 1744
23 34 28 : 2032
36 23 28 : 2024
23 39 28 : 2024
23 53 28 : 1728
56 23 28 : 1840
59 23 28 : 2032
23 63 28 : 2032
23 28 85 : 2032
23 86 28 : 2032
90 23 28 : 1736
93 23 28 : 1840
36 23 34 : 3272
23 34 39 : 3016
23 53 34 : 2112
56 23 34 : 2224
59 23 34 : 3232
23 63 34 : 3040
67 23 34 : 2128
23 34 76 : 2128
23 34 85 : 3376
23 34 86 : 3376
90 23 34 : 3080
93 23 34 : 3184
36 23 39 : 3016
36 23 53 : 2016
56 36 23 : 2120
59 36 23 : 3128
36 23 63 : 2936
67 36 23 : 2024
36 23 76 : 2024
36 23 85 : 3272
36 23 86 : 3272
90 36 23 : 2976
93 36 23 : 3080
23 53 39 : 2016
56 23 39 : 2120
59 23 39 : 2872
23 63 39 : 2680
67 23 39 : 1768
23 39 76 : 1768
23 39 85 : 3016
23 86 39 : 3016
90 23 39 : 2720
93 23 39 : 2824
56 23 53 : 2112
59 23 53 : 1968
23 53 63 : 1968
23 53 85 : 2112
23 53 86 : 2112
90 23 53 : 2112
93 23 53 : 2112
59 56 23 : 2080
56 23 63 : 2080
56 23 85 : 2224
56 23 86 : 2224
56 90 23 : 2120
93 56 23 : 2224
59 23 63 : 2968
67 59 23 : 1984
59 23 76 : 1984
59 23 85 : 3232
59 23 86 : 3232
59 90 23 : 2936
59 93 23 : 3040
67 23 63 : 1792
23 63 76 : 1792
23 63 85 : 3040
23 63 86 : 3040
90 23 63 : 2744
93 23 63 : 2848
67 23 76 : 1696
67 23 85 : 2128
67 23 86 : 2128
67 90 23 : 1928
67 93 23 : 2032
23 85 76 : 2128
23 86 76 : 2128
90 23 76 : 1928
93 23 76 : 2032
23 86 85 : 3376
90 23 85 : 3080
93 23 85 : 3184
90 23 86 : 3080
93 23 86 : 3184
93 90 23 : 3080
24 34 29 : 1872
36 24 29 : 1872
24 85 29 : 1872
24 86 29 : 1872
90 24 29 : 1872
36 24 34 : 3330
24 34 38 : 2152
24 34 39 : 2386
48 24 34 : 1728
52 24 34 : 2042
53 24 34 : 2496
58 24 34 : 2096
59 24 34 : 1752
24 34 61 : 2354
24 63 34 : 1704
66 24 34 : 2304
67 24 34 : 2336
24 34 76 : 2256
24 34 85 : 4538
24 34 86 : 4530
90 24 34 : 4216
94 24 34 : 2584
36 24 38 : 2000
48 36 24 : 1728
52 36 24 : 1812
36 53 24 : 1728
58 36 24 : 2000
36 24 61 : 2228
66 36 24 : 2160
36 24 85 : 3540
36 24 86 : 3348
90 36 24 : 3488
94 36 24 : 1760
48 24 38 : 1728
53 24 38 : 1728
58 24 38 : 1808
24 85 38 : 2152
24 86 38 : 2144
90 24 38 : 2152
94 24 38 : 1816
52 24 39 : 1828
24 39 85 : 2596
24 86 39 : 2404
90 24 39 : 2256
48 53 24 : 1728
48 58 24 : 1728
48 24 85 : 1728
48 24 86 : 1728
48 90 24 : 1728
48 94 24 : 1728
52 24 85 : 2252
52 24 86 : 2052
90 52 24 : 1912
58 53 24 : 1728
67 53 24 : 1632
53 24 76 : 1632
53 24 85 : 2496
53 24 86 : 2496
90 53 24 : 2496
94 53 24 : 2496
58 24 85 : 2288
58 24 86 : 2096
58 90 24 : 2000
94 58 24 : 1760
59 24 85 : 1944
59 24 86 : 1752
59 90 24 : 1800
66 24 61 : 1800
24 61 85 : 2372
24 86 61 : 2372
90 24 61 : 2192
24 63 85 : 1896
24 63 86 : 1704
90 24 63 : 1752
66 24 85 : 2304
66 24 86 : 2304
66 90 24 : 2160
67 24 76 : 1824
67 24 85 : 2336
67 24 86 : 2336
67 90 24 : 2048
67 94 24 : 1712
24 85 76 : 2256
24 86 76 : 2256
90 24 76 : 1968
94 24 76 : 1632
24 86 85 : 4548
90 24 85 : 4408
94 24 85 : 2584
90 24 86 : 4208
94 24 86 : 2576
94 90 24 : 2584
36 34 28 : 2216
34 39 28 : 3096
53 34 28 : 2496
56 34 28 : 1904
59 34 28 : 2728
63 34 28 : 2680
67 34 28 : 2064
34 28 76 : 1984
34 28 85 : 3336
34 86 28 : 3328
90 34 28 : 2736
93 34 28 : 2240
36 39 28 : 2232
36 53 28 : 1728
56 36 28 : 1848
59 36 28 : 2360
36 63 28 : 2312
36 28 85 : 2408
36 86 28 : 2216
90 36 28 : 2096
93 36 28 : 2136
53 39 28 : 2496
56 39 28 : 1848
59 39 28 : 2744
63 39 28 : 2744
67 39 28 : 1832
39 28 76 : 1832
39 28 85 : 3288
86 39 28 : 3096
90 39 28 : 2688
93 39 28 : 2328
56 53 28 : 1728
59 53 28 : 2112
53 63 28 : 2112
53 28 85 : 2496
53 86 28 : 2496
90 53 28 : 2496
93 53 28 : 1728
59 56 28 : 1864
56 63 28 : 1864
56 28 85 : 1904
56 86 28 : 1904
56 90 28 : 1784
93 56 28 : 1856
59 63 28 : 2596
59 28 85 : 2920
59 86 28 : 2728
59 90 28 : 2480
59 93 28 : 2272
63 28 85 : 2872
63 86 28 : 2680
90 63 28 : 2432
93 63 28 : 2272
67 28 85 : 2064
67 86 28 : 2064
28 85 76 : 1984
86 28 76 : 1984
86 28 85 : 3328
90 28 85 : 2928
93 28 85 : 2432
90 86 28 : 2728
93 86 28 : 2240
93 90 28 : 2024
36 34 29 : 2160
34 85 29 : 2160
34 86 29 : 2160
90 34 29 : 2160
36 85 29 : 2160
36 86 29 : 2160
90 36 29 : 2160
86 85 29 : 2160
90 85 29 : 2160
90 86 29 : 2160
3 36 34 : 2962
3 34 39 : 2578
3 53 34 : 2016
3 56 34 : 1932
3 59 34 : 2328
3 63 34 : 2208
67 3 34 : 2048
3 34 76 : 2024
3 34 85 : 3602
3 34 86 : 3602
3 90 34 : 3416
3 93 34 : 1876
3 36 39 : 2152
3 56 36 : 1772
3 59 36 : 1984
3 36 63 : 1864
3 36 85 : 3016
3 36 86 : 2968
3 90 36 : 2920
3 93 36 : 1684
3 56 39 : 1676
3 59 39 : 1656
3 39 85 : 2632
3 86 39 : 2584
3 90 39 : 2440
3 52 85 : 1640
3 53 85 : 2016
3 53 86 : 2016
3 90 53 : 2016
3 56 85 : 1932
3 56 86 : 1932
3 56 90 : 1912
3 59 63 : 1952
3 59 85 : 2376
3 59 86 : 2328
3 59 90 : 2248
3 59 93 : 1800
3 63 85 : 2256
3 63 86 : 2208
3 90 63 : 2128
3 93 63 : 1704
67 3 76 : 1672
67 3 85 : 2048
67 3 86 : 2048
67 3 90 : 1904
3 85 76 : 2024
3 86 76 : 2024
3 90 76 : 1880
3 86 85 : 3608
3 90 85 : 3464
3 93 85 : 1924
3 90 86 : 3416
3 93 86 : 1876
3 93 90 : 1808
36 34 38 : 2256
36 34 39 : 4346
48 36 34 : 1728
52 36 34 : 2858
36 53 34 : 3744
56 36 34 : 3528
58 36 34 : 2000
59 36 34 : 4232
36 34 61 : 2210
36 63 34 : 3992
66 36 34 : 2160
67 36 34 : 3160
69 36 34 : 1872
36 34 76 : 3128
77 36 34 : 1872
36 34 85 : 6602
36 34 86 : 6602
90 36 34 : 6272
93 36 34 : 3288
94 36 34 : 1952
48 34 38 : 1728
53 34 38 : 1824
58 34 38 : 1808
67 34 38 : 1640
34 85 38 : 2512
34 86 38 : 2504
90 34 38 : 2512
94 34 38 : 1816
52 34 39 : 2618
53 34 39 : 2784
56 34 39 : 3432
59 34 39 : 3400
63 34 39 : 3208
67 34 39 : 2824
34 39 76 : 2824
34 39 85 : 5402
34 86 39 : 5402
90 34 39 : 4784
93 34 39 : 3128
48 53 34 : 1728
48 58 34 : 1728
48 34 85 : 1728
48 34 86 : 1728
48 90 34 : 1728
48 94 34 : 1728
56 52 34 : 1664
59 52 34 : 1768
67 52 34 : 1872
52 34 76 : 1792
52 34 85 : 3306
52 34 86 : 3298
90 52 34 : 2688
93 52 34 : 1664
56 53 34 : 2112
58 53 34 : 1728
59 53 34 : 3216
53 63 34 : 3216
67 53 34 : 2592
53 34 76 : 2592
53 34 85 : 4608
53 34 86 : 4608
90 53 34 : 4608
93 53 34 : 2112
94 53 34 : 2496
59 56 34 : 2296
56 63 34 : 2296
56 34 85 : 3776
56 34 86 : 3776
56 90 34 : 3656
93 56 34 : 2432
58 34 85 : 2288
58 34 86 : 2288
58 90 34 : 1808
94 58 34 : 1952
59 63 34 : 3964
67 59 34 : 3304
59 34 76 : 3280
59 34 85 : 4984
59 34 86 : 4984
59 90 34 : 4544
59 93 34 : 3472
98 59 34 : 1680
59 34 99 : 1728
66 34 61 : 1800
34 61 85 : 2354
34 86 61 : 2354
90 34 61 : 2192
67 63 34 : 3064
63 34 76 : 3040
63 34 85 : 4744
63 34 86 : 4744
90 63 34 : 4304
93 63 34 : 3280
63 34 99 : 1632
66 34 85 : 2304
66 34 86 : 2304
66 90 34 : 2160
67 34 76 : 3520
67 34 85 : 4464
67 34 86 : 4464
67 90 34 : 3976
67 93 34 : 2608
67 94 34 : 1808
69 34 85 : 1872
69 34 86 : 1872
69 90 34 : 1872
34 85 76 : 4384
34 86 76 : 4384
90 34 76 : 3896
93 34 76 : 2608
94 34 76 : 1728
77 34 85 : 1872
77 34 86 : 1872
77 90 34 : 1872
34 86 85 : 7906
90 34 85 : 7296
93 34 85 : 3776
94 34 85 : 2776
98 34 85 : 1872
34 99 85 : 1920
90 34 86 : 7288
93 34 86 : 3776
94 34 86 : 2768
98 34 86 : 1872
34 99 86 : 1920
93 90 34 : 3368
94 90 34 : 2584
98 90 34 : 1872
90 34 99 : 1920
48 36 38 : 1728
36 53 38 : 1728
58 36 38 : 1808
36 85 38 : 2256
36 86 38 : 2256
90 36 38 : 2256
94 36 38 : 1760
52 36 39 : 2540
36 53 39 : 2016
56 36 39 : 3432
59 36 39 : 3064
36 63 39 : 2872
67 36 39 : 1768
36 39 76 : 1768
36 39 85 : 4556
36 86 39 : 4364
90 36 39 : 4208
93 36 39 : 3032
48 36 53 : 1728
48 58 36 : 1728
48 36 85 : 1728
48 36 86 : 1728
48 90 36 : 1728
48 94 36 : 1728
59 52 36 : 1688
52 36 85 : 3068
52 36 86 : 2876
90 52 36 : 2720
56 36 53 : 2016
58 36 53 : 1728
59 36 53 : 2736
36 53 63 : 2736
67 36 53 : 1728
36 53 76 : 1728
36 53 85 : 3744
36 53 86 : 3744
90 36 53 : 3744
93 36 53 : 2016
94 36 53 : 1728
59 56 36 : 2072
56 36 63 : 2072
56 36 85 : 3528
56 36 86 : 3528
56 90 36 : 3408
93 56 36 : 2232
58 36 85 : 2192
58 36 86 : 2000
58 90 36 : 2000
94 58 36 : 1952
59 36 63 : 3680
67 59 36 : 2552
59 36 76 : 2552
59 36 85 : 4424
59 36 86 : 4232
59 90 36 : 4128
59 93 36 : 3320
66 36 61 : 1728
36 61 85 : 2228
36 86 61 : 2228
90 36 61 : 2192
67 36 63 : 2312
36 63 76 : 2312
36 63 85 : 4184
36 63 86 : 3992
90 36 63 : 3888
93 36 63 : 3128
66 36 85 : 2160
66 36 86 : 2160
66 90 36 : 2160
67 36 76 : 2264
67 36 85 : 3160
67 36 86 : 3160
67 90 36 : 2960
67 93 36 : 2120
69 36 85 : 1872
69 36 86 : 1872
69 90 36 : 1872
36 85 76 : 3128
36 86 76 : 3128
90 36 76 : 2928
93 36 76 : 2120
77 36 85 : 1872
77 36 86 : 1872
77 90 36 : 1872
36 86 85 : 6620
90 36 85 : 6464
93 36 85 : 3480
94 36 85 : 1952
90 36 86 : 6272
93 36 86 : 3288
94 36 86 : 1952
93 90 36 : 3360
94 90 36 : 1760
48 53 38 : 1728
48 58 38 : 1728
48 85 38 : 1728
48 86 38 : 1728
48 90 38 : 1728
48 94 38 : 1728
58 53 38 : 1728
53 85 38 : 1824
53 86 38 : 1824
90 53 38 : 1824
94 53 38 : 1728
58 85 38 : 1808
58 86 38 : 1808
58 90 38 : 1808
94 58 38 : 1760
67 85 38 : 1640
67 86 38 : 1640
67 90 38 : 1640
86 85 38 : 2504
90 85 38 : 2512
94 85 38 : 1816
90 86 38 : 2504
94 86 38 : 1808
94 90 38 : 1816
52 39 85 : 2828
52 86 39 : 2636
90 52 39 : 2192
56 53 39 : 2016
59 53 39 : 2256
53 63 39 : 2256
67 53 39 : 1632
53 39 76 : 1632
53 39 85 : 2784
53 86 39 : 2784
90 53 39 : 2784
93 53 39 : 2016
59 56 39 : 1976
56 63 39 : 1976
56 39 85 : 3432
56 86 39 : 3432
56 90 39 : 3312
93 56 39 : 2136
59 63 39 : 3064
67 59 39 : 2152
59 39 76 : 2152
59 39 85 : 3592
59 86 39 : 3400
59 90 39 : 3152
59 93 39 : 3016
67 63 39 : 1960
63 39 76 : 1960
63 39 85 : 3400
63 86 39 : 3208
90 63 39 : 2960
93 63 39 : 2824
67 39 76 : 2392
67 39 85 : 2824
67 86 39 : 2824
67 90 39 : 2336
67 93 39 : 1960
39 85 76 : 2824
86 39 76 : 2824
90 39 76 : 2336
93 39 76 : 1960
86 39 85 : 5420
90 39 85 : 4976
93 39 85 : 3320
99 39 85 : 1648
90 86 39 : 4784
93 86 39 : 3128
93 90 39 : 2912
90 99 39 : 1648
48 58 53 : 1728
48 53 85 : 1728
48 53 86 : 1728
48 90 53 : 1728
48 94 53 : 1728
48 58 85 : 1728
48 58 86 : 1728
48 58 90 : 1728
48 94 58 : 1728
48 86 85 : 1728
48 90 85 : 1728
48 94 85 : 1728
48 90 86 : 1728
48 94 86 : 1728
48 94 90 : 1728
56 52 85 : 1664
56 52 86 : 1664
59 52 63 : 1636
67 59 52 : 1672
59 52 76 : 1648
59 52 85 : 1960
59 52 86 : 1768
59 93 52 : 1696
52 63 85 : 1720
67 52 76 : 1744
67 52 85 : 1872
67 52 86 : 1872
67 93 52 : 1648
52 85 76 : 1792
52 86 76 : 1792
93 52 76 : 1648
52 86 85 : 3316
90 52 85 : 2880
93 52 85 : 1856
90 52 86 : 2680
93 52 86 : 1664
59 56 53 : 1968
56 53 63 : 1968
56 53 85 : 2112
56 53 86 : 2112
56 90 53 : 2112
93 56 53 : 2112
58 53 85 : 1728
58 53 86 : 1728
58 90 53 : 1728
94 58 53 : 1728
59 53 63 : 2520
67 59 53 : 1632
59 53 76 : 1632
59 53 85 : 3216
59 53 86 : 3216
59 90 53 : 3216
59 93 53 : 1968
67 53 63 : 1632
53 63 76 : 1632
53 63 85 : 3216
53 63 86 : 3216
