1 : 3916
10 : 3244
110 : 4040
116 : 3148
2 : 4208
23 : 3376
24 : 4748
28 : 3528
3 : 3656
34 : 7914
36 : 6812
38 : 2512
39 : 5612
52 : 3516
53 : 4608
56 : 3776
58 : 2480
59 : 5176
6 : 3152
63 : 4936
67 : 4464
76 : 4384
85 : 8124
86 : 7924
9 : 2556
90 : 7488
93 : 3968
94 : 2776
59 90 53 : 3216
53 63 85 : 3216
53 63 86 : 3216
90 53 63 : 3216
67 53 85 : 2592
67 53 86 : 2592
67 90 53 : 2592
53 85 76 : 2592
53 86 76 : 2592
90 53 76 : 2592
53 86 85 : 4608
90 53 85 : 4608
94 53 85 : 2496
90 53 86 : 4608
94 53 86 : 2496
94 90 53 : 2496
56 86 85 : 3776
56 90 85 : 3656
56 90 86 : 3656
67 59 63 : 2500
59 63 76 : 2488
59 63 85 : 4156
59 63 86 : 3964
59 90 63 : 3788
59 93 63 : 3328
67 59 76 : 2632
67 59 85 : 3304
67 59 86 : 3304
67 59 90 : 2960
59 85 76 : 3280
59 86 76 : 3280
59 90 76 : 2936
59 86 85 : 4984
59 90 85 : 4736
59 93 85 : 3664
59 90 86 : 4544
59 93 86 : 3472
59 93 90 : 3416
6 86 85 : 3102
6 90 85 : 3020
6 90 86 : 2970
67 63 85 : 3064
67 63 86 : 3064
67 90 63 : 2720
63 85 76 : 3040
63 86 76 : 3040
90 63 76 : 2696
63 86 85 : 4744
90 63 85 : 4496
93 63 85 : 3472
90 63 86 : 4304
93 63 86 : 3280
93 90 63 : 3224
67 85 76 : 3520
67 86 76 : 3520
67 90 76 : 3080
67 86 85 : 4464
67 90 85 : 3976
67 93 85 : 2608
67 90 86 : 3976
67 93 86 : 2608
86 85 76 : 4384
90 85 76 : 3896
93 85 76 : 2608
90 86 76 : 3896
93 86 76 : 2608
90 86 85 : 7288
93 86 85 : 3776
94 86 85 : 2768
93 90 85 : 3560
94 90 85 : 2584
93 90 86 : 3368
94 90 86 : 2576
1 110 24 34 : 2504
1 110 36 24 : 2456
1 110 24 85 : 2504
1 110 24 86 : 2504
1 110 90 24 : 2504
1 110 36 34 : 2800
1 110 34 85 : 2848
1 110 34 86 : 2848
1 110 90 34 : 2776
1 110 36 85 : 2800
1 110 36 86 : 2800
1 110 90 36 : 2728
1 110 86 85 : 2848
1 110 90 85 : 2776
1 110 90 86 : 2776
1 36 24 34 : 3170
1 24 34 85 : 3274
1 24 34 86 : 3266
1 90 24 34 : 3256
1 36 24 85 : 3188
1 36 24 86 : 3188
1 90 36 24 : 3152
1 24 86 85 : 3284
1 90 24 85 : 3256
1 90 24 86 : 3248
1 36 34 85 : 3786
1 36 34 86 : 3786
1 90 36 34 : 3696
1 34 86 85 : 3890
1 90 34 85 : 3808
1 90 34 86 : 3800
1 36 86 85 : 3804
1 90 36 85 : 3696
1 90 36 86 : 3696
1 90 86 85 : 3800
10 36 34 85 : 3190
10 36 34 86 : 3190
10 90 36 34 : 3016
10 34 86 85 : 3218
10 90 34 85 : 3052
10 90 34 86 : 3044
10 36 86 85 : 3208
10 90 36 85 : 3016
10 90 36 86 : 3016
10 90 86 85 : 3044
2 36 23 34 : 2656
2 23 34 39 : 2656
2 59 23 34 : 2752
2 23 63 34 : 2560
2 23 34 85 : 2752
2 23 34 86 : 2752
2 90 23 34 : 2528
2 93 23 34 : 2560
2 36 23 39 : 2656
2 59 36 23 : 2656
2 36 23 63 : 2464
2 36 23 85 : 2656
2 36 23 86 : 2656
2 93 36 23 : 2464
2 59 23 39 : 2656
2 23 63 39 : 2464
2 23 39 85 : 2656
2 23 86 39 : 2656
2 93 23 39 : 2464
2 59 23 63 : 2560
2 59 23 85 : 2752
2 59 23 86 : 2752
2 59 90 23 : 2528
2 59 93 23 : 2560
2 23 63 85 : 2560
2 23 63 86 : 2560
2 23 86 85 : 2752
2 90 23 85 : 2528
2 93 23 85 : 2560
2 90 23 86 : 2528
2 93 23 86 : 2560
2 93 90 23 : 2528
2 34 39 28 : 3024
2 53 34 28 : 2496
2 59 34 28 : 2648
2 63 34 28 : 2600
2 34 28 85 : 3216
2 34 86 28 : 3216
2 90 34 28 : 2688
2 53 39 28 : 2496
2 59 39 28 : 2672
2 63 39 28 : 2672
2 39 28 85 : 3216
2 86 39 28 : 3024
2 90 39 28 : 2688
2 53 28 85 : 2496
2 53 86 28 : 2496
2 90 53 28 : 2496
2 59 63 28 : 2516
2 59 28 85 : 2840
2 59 86 28 : 2648
2 59 90 28 : 2472
2 63 28 85 : 2792
2 63 86 28 : 2600
2 86 28 85 : 3216
2 90 28 85 : 2880
2 90 86 28 : 2688
2 36 34 39 : 2672
2 59 36 34 : 2800
2 36 63 34 : 2560
2 36 34 85 : 2816
2 36 34 86 : 2816
2 90 36 34 : 2576
2 93 36 34 : 2576
2 53 34 39 : 2496
2 59 34 39 : 3184
2 63 34 39 : 2992
67 2 34 39 : 2464
2 34 39 76 : 2464
2 34 39 85 : 3728
2 34 86 39 : 3728
2 90 34 39 : 3200
2 93 34 39 : 2768
2 53 34 85 : 2592
2 53 34 86 : 2592
2 90 53 34 : 2592
2 59 63 34 : 2932
2 59 34 85 : 3448
2 59 34 86 : 3448
2 59 90 34 : 3080
2 59 93 34 : 2800
2 63 34 85 : 3208
2 63 34 86 : 3208
2 90 63 34 : 2840
2 93 63 34 : 2608
67 2 34 85 : 2752
67 2 34 86 : 2752
2 34 85 76 : 2704
2 34 86 76 : 2704
2 34 86 85 : 4016
2 90 34 85 : 3488
2 93 34 85 : 2960
2 90 34 86 : 3488
2 93 34 86 : 2960
2 93 90 34 : 2624
2 59 36 39 : 2848
2 36 63 39 : 2656
2 36 39 85 : 2864
2 36 86 39 : 2672
2 90 36 39 : 2624
2 93 36 39 : 2672
2 59 36 63 : 2752
2 59 36 85 : 2992
2 59 36 86 : 2800
2 59 90 36 : 2768
2 59 93 36 : 2752
2 36 63 85 : 2752
2 36 63 86 : 2560
2 90 36 63 : 2528
2 93 36 63 : 2560
2 36 86 85 : 2816
2 90 36 85 : 2768
2 93 36 85 : 2768
2 90 36 86 : 2576
2 93 36 86 : 2576
2 93 90 36 : 2720
2 53 39 85 : 2496
2 53 86 39 : 2496
2 90 53 39 : 2496
2 59 63 39 : 2920
2 59 39 85 : 3376
2 59 86 39 : 3184
2 59 90 39 : 3008
2 59 93 39 : 2800
2 63 39 85 : 3184
2 63 86 39 : 2992
2 90 63 39 : 2816
2 93 63 39 : 2608
67 2 39 85 : 2464
67 2 86 39 : 2464
2 39 85 76 : 2464
2 86 39 76 : 2464
2 86 39 85 : 3728
2 90 39 85 : 3392
2 93 39 85 : 2960
2 90 86 39 : 3200
2 93 86 39 : 2768
2 93 90 39 : 2624
2 53 86 85 : 2592
2 90 53 85 : 2592
2 90 53 86 : 2592
2 59 63 85 : 3124
2 59 63 86 : 2932
2 59 90 63 : 2828
2 59 93 63 : 2728
2 59 86 85 : 3448
2 59 90 85 : 3272
2 59 93 85 : 2992
2 59 90 86 : 3080
2 59 93 86 : 2800
2 59 93 90 : 2816
2 63 86 85 : 3208
2 90 63 85 : 3032
2 93 63 85 : 2800
2 90 63 86 : 2840
2 93 63 86 : 2608
2 93 90 63 : 2624
67 2 86 85 : 2752
2 86 85 76 : 2704
2 90 86 85 : 3488
2 93 86 85 : 2960
2 93 90 85 : 2816
2 93 90 86 : 2624
36 23 34 39 : 3016
59 36 23 34 : 3128
36 23 63 34 : 2936
36 23 34 85 : 3272
36 23 34 86 : 3272
90 36 23 34 : 2976
93 36 23 34 : 3080
59 23 34 39 : 2872
23 63 34 39 : 2680
23 34 39 85 : 3016
23 34 86 39 : 3016
90 23 34 39 : 2720
93 23 34 39 : 2824
59 23 63 34 : 2968
59 23 34 85 : 3232
59 23 34 86 : 3232
59 90 23 34 : 2936
59 93 23 34 : 3040
23 63 34 85 : 3040
23 63 34 86 : 3040
90 23 63 34 : 2744
93 23 63 34 : 2848
23 34 86 85 : 3376
90 23 34 85 : 3080
93 23 34 85 : 3184
90 23 34 86 : 3080
93 23 34 86 : 3184
93 90 23 34 : 3080
59 36 23 39 : 2872
36 23 63 39 : 2680
36 23 39 85 : 3016
36 23 86 39 : 3016
90 36 23 39 : 2720
93 36 23 39 : 2824
59 36 23 63 : 2864
59 36 23 85 : 3128
59 36 23 86 : 3128
59 90 36 23 : 2832
59 93 36 23 : 2936
36 23 63 85 : 2936
36 23 63 86 : 2936
90 36 23 63 : 2640
93 36 23 63 : 2744
36 23 86 85 : 3272
90 36 23 85 : 2976
93 36 23 85 : 3080
90 36 23 86 : 2976
93 36 23 86 : 3080
93 90 36 23 : 2976
59 23 63 39 : 2608
59 23 39 85 : 2872
59 23 86 39 : 2872
59 90 23 39 : 2576
59 93 23 39 : 2680
23 63 39 85 : 2680
23 63 86 39 : 2680
93 23 63 39 : 2488
23 86 39 85 : 3016
90 23 39 85 : 2720
93 23 39 85 : 2824
90 23 86 39 : 2720
93 23 86 39 : 2824
93 90 23 39 : 2720
59 23 63 85 : 2968
59 23 63 86 : 2968
59 90 23 63 : 2672
59 93 23 63 : 2776
59 23 86 85 : 3232
59 90 23 85 : 2936
59 93 23 85 : 3040
59 90 23 86 : 2936
59 93 23 86 : 3040
59 93 90 23 : 2936
23 63 86 85 : 3040
90 23 63 85 : 2744
93 23 63 85 : 2848
90 23 63 86 : 2744
93 23 63 86 : 2848
93 90 23 63 : 2744
90 23 86 85 : 3080
93 23 86 85 : 3184
93 90 23 85 : 3080
93 90 23 86 : 3080
36 24 34 85 : 3330
36 24 34 86 : 3330
90 36 24 34 : 3296
53 24 34 85 : 2496
53 24 34 86 : 2496
90 53 24 34 : 2496
94 53 24 34 : 2496
24 34 86 85 : 4530
90 24 34 85 : 4216
94 24 34 85 : 2584
90 24 34 86 : 4208
94 24 34 86 : 2576
94 90 24 34 : 2584
36 24 86 85 : 3348
90 36 24 85 : 3488
90 36 24 86 : 3296
53 24 86 85 : 2496
90 53 24 85 : 2496
94 53 24 85 : 2496
90 53 24 86 : 2496
94 53 24 86 : 2496
94 90 53 24 : 2496
90 24 86 85 : 4208
94 24 86 85 : 2576
94 90 24 85 : 2584
94 90 24 86 : 2576
53 34 39 28 : 2496
59 34 39 28 : 2552
63 34 39 28 : 2552
34 39 28 85 : 3096
34 86 39 28 : 3096
90 34 39 28 : 2496
53 34 28 85 : 2496
53 34 86 28 : 2496
90 53 34 28 : 2496
59 34 28 85 : 2728
59 34 86 28 : 2728
63 34 28 85 : 2680
63 34 86 28 : 2680
34 86 28 85 : 3328
90 34 28 85 : 2736
90 34 86 28 : 2728
53 39 28 85 : 2496
53 86 39 28 : 2496
90 53 39 28 : 2496
59 63 39 28 : 2480
59 39 28 85 : 2744
59 86 39 28 : 2552
63 39 28 85 : 2744
63 86 39 28 : 2552
86 39 28 85 : 3096
90 39 28 85 : 2688
90 86 39 28 : 2496
53 86 28 85 : 2496
90 53 28 85 : 2496
90 53 86 28 : 2496
59 63 28 85 : 2596
59 86 28 85 : 2728
59 90 28 85 : 2480
63 86 28 85 : 2680
90 86 28 85 : 2728
3 36 34 85 : 2962
3 36 34 86 : 2962
3 90 36 34 : 2872
3 34 39 85 : 2578
3 34 86 39 : 2578
3 34 86 85 : 3602
3 90 34 85 : 3416
3 90 34 86 : 3416
3 36 86 85 : 2968
3 90 36 85 : 2920
3 90 36 86 : 2872
3 86 39 85 : 2584
3 90 39 85 : 2440
3 90 86 85 : 3416
56 36 34 39 : 3432
59 36 34 39 : 2872
36 63 34 39 : 2680
36 34 39 85 : 4346
36 34 86 39 : 4346
90 36 34 39 : 4016
93 36 34 39 : 2840
52 36 34 85 : 2858
52 36 34 86 : 2858
90 52 36 34 : 2528
59 36 53 34 : 2736
36 53 63 34 : 2736
36 53 34 85 : 3744
36 53 34 86 : 3744
90 36 53 34 : 3744
56 36 34 85 : 3528
56 36 34 86 : 3528
56 90 36 34 : 3408
59 36 63 34 : 3488
67 59 36 34 : 2552
59 36 34 76 : 2552
59 36 34 85 : 4232
59 36 34 86 : 4232
59 90 36 34 : 3936
59 93 36 34 : 3128
36 63 34 85 : 3992
36 63 34 86 : 3992
90 36 63 34 : 3696
93 36 63 34 : 2936
67 36 34 85 : 3160
67 36 34 86 : 3160
67 90 36 34 : 2960
36 34 85 76 : 3128
36 34 86 76 : 3128
90 36 34 76 : 2928
36 34 86 85 : 6602
90 36 34 85 : 6272
93 36 34 85 : 3288
90 36 34 86 : 6272
93 36 34 86 : 3288
93 90 36 34 : 3168
34 86 85 38 : 2504
90 34 85 38 : 2512
90 34 86 38 : 2504
52 34 39 85 : 2618
52 34 86 39 : 2618
53 34 39 85 : 2784
53 34 86 39 : 2784
90 53 34 39 : 2784
56 34 39 85 : 3432
56 34 86 39 : 3432
56 90 34 39 : 3312
59 63 34 39 : 2872
59 34 39 85 : 3400
59 34 86 39 : 3400
59 90 34 39 : 2960
59 93 34 39 : 2824
63 34 39 85 : 3208
63 34 86 39 : 3208
90 63 34 39 : 2768
93 63 34 39 : 2632
67 34 39 85 : 2824
67 34 86 39 : 2824
34 39 85 76 : 2824
34 86 39 76 : 2824
34 86 39 85 : 5402
90 34 39 85 : 4784
93 34 39 85 : 3128
90 34 86 39 : 4784
93 34 86 39 : 3128
93 90 34 39 : 2720
52 34 86 85 : 3298
90 52 34 85 : 2688
90 52 34 86 : 2680
59 53 63 34 : 2520
59 53 34 85 : 3216
59 53 34 86 : 3216
59 90 53 34 : 3216
53 63 34 85 : 3216
53 63 34 86 : 3216
90 53 63 34 : 3216
67 53 34 85 : 2592
67 53 34 86 : 2592
67 90 53 34 : 2592
53 34 85 76 : 2592
53 34 86 76 : 2592
90 53 34 76 : 2592
53 34 86 85 : 4608
90 53 34 85 : 4608
94 53 34 85 : 2496
90 53 34 86 : 4608
94 53 34 86 : 2496
94 90 53 34 : 2496
56 34 86 85 : 3776
56 90 34 85 : 3656
56 90 34 86 : 3656
67 59 63 34 : 2500
59 63 34 76 : 2488
59 63 34 85 : 3964
59 63 34 86 : 3964
59 90 63 34 : 3596
59 93 63 34 : 3136
67 59 34 76 : 2632
67 59 34 85 : 3304
67 59 34 86 : 3304
67 59 90 34 : 2960
59 34 85 76 : 3280
59 34 86 76 : 3280
59 90 34 76 : 2936
59 34 86 85 : 4984
59 90 34 85 : 4544
59 93 34 85 : 3472
59 90 34 86 : 4544
59 93 34 86 : 3472
59 93 90 34 : 3224
67 63 34 85 : 3064
67 63 34 86 : 3064
67 90 63 34 : 2720
63 34 85 76 : 3040
63 34 86 76 : 3040
90 63 34 76 : 2696
63 34 86 85 : 4744
90 63 34 85 : 4304
93 63 34 85 : 3280
90 63 34 86 : 4304
93 63 34 86 : 3280
93 90 63 34 : 3032
67 34 85 76 : 3520
67 34 86 76 : 3520
67 90 34 76 : 3080
67 34 86 85 : 4464
67 90 34 85 : 3976
67 93 34 85 : 2608
67 90 34 86 : 3976
67 93 34 86 : 2608
34 86 85 76 : 4384
90 34 85 76 : 3896
93 34 85 76 : 2608
90 34 86 76 : 3896
93 34 86 76 : 2608
90 34 86 85 : 7288
93 34 86 85 : 3776
94 34 86 85 : 2768
93 90 34 85 : 3368
94 90 34 85 : 2584
93 90 34 86 : 3368
94 90 34 86 : 2576
52 36 39 85 : 2540
56 36 39 85 : 3432
56 36 86 39 : 3432
56 90 36 39 : 3312
59 36 63 39 : 2800
59 36 39 85 : 3064
59 36 86 39 : 2872
59 90 36 39 : 2768
59 93 36 39 : 2872
36 63 39 85 : 2872
36 63 86 39 : 2680
90 36 63 39 : 2576
93 36 63 39 : 2680
36 86 39 85 : 4364
90 36 39 85 : 4208
93 36 39 85 : 3032
90 36 86 39 : 4016
93 36 86 39 : 2840
93 90 36 39 : 2912
52 36 86 85 : 2876
90 52 36 85 : 2720
90 52 36 86 : 2528
59 36 53 85 : 2736
59 36 53 86 : 2736
59 90 36 53 : 2736
36 53 63 85 : 2736
36 53 63 86 : 2736
90 36 53 63 : 2736
36 53 86 85 : 3744
90 36 53 85 : 3744
90 36 53 86 : 3744
56 36 86 85 : 3528
56 90 36 85 : 3408
56 90 36 86 : 3408
59 36 63 85 : 3680
59 36 63 86 : 3488
59 90 36 63 : 3384
59 93 36 63 : 3056
67 59 36 85 : 2552
67 59 36 86 : 2552
59 36 85 76 : 2552
59 36 86 76 : 2552
59 36 86 85 : 4232
59 90 36 85 : 4128
59 93 36 85 : 3320
59 90 36 86 : 3936
59 93 36 86 : 3128
59 93 90 36 : 3216
36 63 86 85 : 3992
90 36 63 85 : 3888
93 36 63 85 : 3128
90 36 63 86 : 3696
93 36 63 86 : 2936
93 90 36 63 : 3024
67 36 86 85 : 3160
67 90 36 85 : 2960
67 90 36 86 : 2960
36 86 85 76 : 3128
90 36 85 76 : 2928
90 36 86 76 : 2928
90 36 86 85 : 6272
93 36 86 85 : 3288
93 90 36 85 : 3360
93 90 36 86 : 3168
90 86 85 38 : 2504
52 86 39 85 : 2636
53 86 39 85 : 2784
90 53 39 85 : 2784
90 53 86 39 : 2784
56 86 39 85 : 3432
56 90 39 85 : 3312
56 90 86 39 : 3312
59 63 39 85 : 3064
59 63 86 39 : 2872
59 90 63 39 : 2696
59 93 63 39 : 2680
59 86 39 85 : 3400
59 90 39 85 : 3152
59 93 39 85 : 3016
59 90 86 39 : 2960
59 93 86 39 : 2824
